timestamp,bvp
1774422003.3833702,30
1774422003.4000688,32
1774422003.416707,37
1774422003.433376,44
1774422003.450075,53
1774422003.4667153,62
1774422003.4833796,69
1774422003.5000594,73
1774422003.516691,74
1774422003.5333865,71
1774422003.5500913,66
1774422003.5667026,60
1774422003.5833757,55
1774422003.6000884,49
1774422003.6169896,45
1774422003.6336768,41
1774422003.6504922,39
1774422003.6679378,36
1774422003.6834426,34
1774422003.7013607,33
1774422003.7181349,33
1774422003.7356985,34
1774422003.7502427,34
1774422003.767165,34
1774422003.783769,34
1774422003.8005104,33
1774422003.8196402,31
1774422003.8370628,29
1774422003.8522906,27
1774422003.8681605,25
1774422003.8834586,23
1774422003.9055932,21
1774422003.9173007,20
1774422003.9342802,19
1774422003.9504397,18
1774422003.967808,17
1774422003.9837282,17
1774422004.0006633,17
1774422004.0176291,17
1774422004.03412,19
1774422004.0505536,25
1774422004.0674827,34
1774422004.083932,42
1774422004.1032276,51
1774422004.1174893,59
1774422004.1335108,64
1774422004.153765,66
1774422004.1675334,62
1774422004.1876047,58
1774422004.2016923,53
1774422004.217894,48
1774422004.2339282,43
1774422004.265583,40
1774422004.2754014,36
1774422004.2904303,32
1774422004.3017006,29
1774422004.3238225,27
1774422004.341097,25
1774422004.3558645,24
1774422004.3675258,24
1774422004.3834617,25
1774422004.4015,26
1774422004.417716,26
1774422004.4338102,26
1774422004.4506304,26
1774422004.4719217,25
1774422004.4843264,23
1774422004.5032082,22
1774422004.51898,20
1774422004.535087,17
1774422004.5499845,15
1774422004.5724235,14
1774422004.584371,12
1774422004.6000633,11
1774422004.623596,10
1774422004.6403205,10
1774422004.6580212,11
1774422004.6741343,14
1774422004.6903183,21
1774422004.7079768,30
1774422004.7200024,40
1774422004.7404735,49
1774422004.7569008,57
1774422004.7743769,62
1774422004.7873867,62
1774422004.8073547,59
1774422004.8198524,54
1774422004.8382773,49
1774422004.852758,44
1774422004.8700929,40
1774422004.8832686,37
1774422004.9024608,33
1774422004.917416,31
1774422004.9335604,29
1774422004.9503157,29
1774422004.973582,29
1774422004.9877772,30
1774422005.00728,31
1774422005.019283,32
1774422005.0402386,33
1774422005.0550992,33
1774422005.066988,32
1774422005.090514,31
1774422005.1069002,29
1774422005.1170146,27
1774422005.1381016,26
1774422005.155961,24
1774422005.1718113,23
1774422005.1878664,22
1774422005.2019746,21
1774422005.2202668,20
1774422005.2341092,19
1774422005.2519305,19
1774422005.268095,18
1774422005.2834227,19
1774422005.30128,23
1774422005.3240607,30
1774422005.341178,39
1774422005.3569512,49
1774422005.367334,60
1774422005.3913429,68
1774422005.4070082,73
1774422005.4177105,73
1774422005.4351413,71
1774422005.4526317,66
1774422005.4694934,61
1774422005.4897752,56
1774422005.50721,52
1774422005.524314,48
1774422005.543684,45
1774422005.5536942,43
1774422005.57364,41
1774422005.5884478,40
1774422005.6076152,40
1774422005.6209252,41
1774422005.6403153,41
1774422005.654574,42
1774422005.6719885,43
1774422005.683567,42
1774422005.7070668,42
1774422005.7177742,40
1774422005.7385402,40
1774422005.7499728,38
1774422005.773792,36
1774422005.790794,35
1774422005.8021832,33
1774422005.8166494,32
1774422005.8388336,30
1774422005.8500428,29
1774422005.8708773,28
1774422005.8869667,26
1774422005.905724,26
1774422005.9189148,25
1774422005.9349608,26
1774422005.9508696,30
1774422005.9669673,37
1774422005.9904616,46
1774422006.007146,57
1774422006.023971,68
1774422006.040246,78
1774422006.0563333,83
1774422006.067939,84
1774422006.083482,82
1774422006.107094,77
1774422006.1201296,72
1774422006.1410306,66
1774422006.1571052,61
1774422006.1719272,57
1774422006.1880245,53
1774422006.2038553,50
1774422006.219829,48
1774422006.2360544,46
1774422006.253991,46
1774422006.2678976,45
1774422006.2833328,45
1774422006.3070703,46
1774422006.3237753,46
1774422006.3405113,45
1774422006.3529558,44
1774422006.3736415,43
1774422006.3834443,41
1774422006.407111,40
1774422006.416878,37
1774422006.437,35
1774422006.4535606,34
1774422006.4718654,32
1774422006.4881048,30
1774422006.5039232,29
1774422006.5170174,28
1774422006.5340958,27
1774422006.5510378,26
1774422006.5680907,25
1774422006.584013,24
1774422006.6006432,23
1774422006.621704,23
1774422006.6399405,26
1774422006.6528728,32
1774422006.6690278,40
1774422006.6861637,51
1774422006.7045333,63
1774422006.7215493,74
1774422006.7402263,82
1774422006.7578773,85
1774422006.7712638,83
1774422006.7886026,79
1774422006.8056989,73
1774422006.8216946,67
1774422006.8376436,61
1774422006.8518016,56
1774422006.8754003,52
1774422006.8857567,48
1774422006.9078703,46
1774422006.9176362,44
1774422006.9337847,43
1774422006.9584208,43
1774422006.9678473,43
1774422006.9902792,44
1774422007.00553,44
1774422007.0237114,44
1774422007.0457842,43
1774422007.0616298,41
1774422007.0754437,40
1774422007.0839913,38
1774422007.1077,36
1774422007.1250243,33
1774422007.1366134,31
1774422007.1557028,29
1774422007.1761124,28
1774422007.1889076,26
1774422007.2056084,25
1774422007.2201967,24
1774422007.2376633,23
1774422007.2519367,22
1774422007.2688937,21
1774422007.2832494,21
1774422007.303189,20
1774422007.3168194,19
1774422007.3332758,19
1774422007.350094,20
1774422007.3746924,23
1774422007.3876696,30
1774422007.406955,39
1774422007.4192362,50
1774422007.4347382,61
1774422007.4522128,72
1774422007.4680479,79
1774422007.4904485,81
1774422007.5012984,79
1774422007.5228336,74
1774422007.5400448,68
1774422007.5549026,62
1774422007.5707438,56
1774422007.587163,51
1774422007.6147532,46
1774422007.6236508,43
1774422007.641486,40
1774422007.6500895,40
1774422007.6704762,39
1774422007.6882982,40
1774422007.706993,40
1774422007.7167037,41
1774422007.7402763,42
1774422007.7519145,42
1774422007.7740574,41
1774422007.7849476,40
1774422007.8069556,38
1774422007.8249395,36
1774422007.840221,34
1774422007.858286,32
1774422007.8736093,30
1774422007.890114,28
1774422007.9063091,26
1774422007.9236531,25
1774422007.9332068,24
1774422007.9581804,23
1774422007.9708946,22
1774422007.9891405,21
1774422008.0024517,21
1774422008.01673,20
1774422008.0390124,20
1774422008.050212,19
1774422008.0736635,19
1774422008.0847576,19
1774422008.108175,18
1774422008.1166055,19
1774422008.145328,22
1774422008.149813,29
1774422008.1718335,38
1774422008.193865,49
1774422008.2071557,61
1774422008.2249293,73
1774422008.2412987,81
1774422008.2549267,84
1774422008.2732954,84
1774422008.28919,80
1774422008.3079176,74
1774422008.319814,68
1774422008.3372598,62
1774422008.353525,56
1774422008.369371,51
1774422008.3897734,47
1774422008.402442,45
1774422008.4177275,43
1774422008.4335074,43
1774422008.4508572,44
1774422008.4739099,45
1774422008.4832385,46
1774422008.5023913,47
1774422008.517174,47
1774422008.5334527,46
1774422008.5502877,45
1774422008.5746813,43
1774422008.5910916,41
1774422008.6075768,39
1774422008.6227434,37
1774422008.6386817,35
1774422008.65104,33
1774422008.6710925,31
1774422008.687873,29
1774422008.7015665,28
1774422008.7165613,27
1774422008.7348125,26
1774422008.7567976,25
1774422008.7667482,24
1774422008.7901924,23
1774422008.806986,23
1774422008.819364,22
1774422008.845234,22
1774422008.852936,22
1774422008.87656,21
1774422008.8842897,21
1774422008.9087,21
1774422008.920426,21
1774422008.9408078,23
1774422008.9502037,28
1774422008.9723036,37
1774422008.990233,47
1774422009.0091605,60
1774422009.0165226,73
1774422009.0359895,84
1774422009.0522883,90
1774422009.0682456,91
1774422009.0838892,89
1774422009.107153,83
1774422009.120845,77
1774422009.1404357,70
1774422009.1569915,64
1774422009.1789296,58
1774422009.1870944,53
1774422009.2118962,50
1774422009.2198849,47
1774422009.2403696,47
1774422009.2512093,47
1774422009.2745461,48
1774422009.2833257,49
1774422009.3065925,50
1774422009.3220334,51
1774422009.3385108,50
1774422009.3549566,49
1774422009.3735452,47
1774422009.3879862,45
1774422009.4029186,43
1774422009.4186928,40
1774422009.4345217,39
1774422009.4507337,37
1774422009.474891,34
1774422009.488429,32
1774422009.5013378,31
1774422009.5251036,29
1774422009.5392013,28
1774422009.555189,26
1774422009.5709782,26
1774422009.5855372,25
1774422009.6095908,24
1774422009.6204634,24
1774422009.6346703,23
1774422009.6499753,23
1774422009.6727686,23
1774422009.6860662,23
1774422009.7076077,23
1774422009.719148,22
1774422009.7402759,22
1774422009.7512562,25
1774422009.7732952,30
1774422009.7884843,39
1774422009.7998388,50
1774422009.823642,63
1774422009.837481,76
1774422009.8568525,87
1774422009.8755062,93
1774422009.8903801,95
1774422009.9031427,92
1774422009.916859,87
1774422009.9335008,81
1774422009.949998,74
1774422009.9734032,67
1774422009.986127,62
1774422010.007052,57
1774422010.0200653,54
1774422010.0388176,52
1774422010.0513225,51
1774422010.074089,51
1774422010.0831711,52
1774422010.1070447,54
1774422010.1173465,55
1774422010.1406481,55
1774422010.1501284,55
1774422010.1668851,53
1774422010.1917224,51
1774422010.2069106,49
1774422010.2175925,46
1774422010.235192,43
1774422010.250805,40
1774422010.2735436,39
1774422010.2836123,36
1774422010.3001301,34
1774422010.3208866,33
1774422010.3405762,31
1774422010.3585877,30
1774422010.3715823,28
1774422010.3851433,27
1774422010.4068718,27
1774422010.4185317,26
1774422010.438797,25
1774422010.4521458,25
1774422010.4708982,25
1774422010.4842994,24
1774422010.5035195,24
1774422010.516331,24
1774422010.5402596,23
1774422010.5508635,24
1774422010.5668893,27
1774422010.591118,34
1774422010.607075,43
1774422010.6174178,56
1774422010.6402445,70
1774422010.6600175,83
1774422010.6738107,93
1774422010.6837072,99
1774422010.7071145,100
1774422010.7195234,98
1774422010.7362163,92
1774422010.7520285,86
1774422010.7755089,79
1774422010.7869215,72
1774422010.8069162,66
1774422010.8185732,62
1774422010.834881,58
1774422010.850888,56
1774422010.8664732,54
1774422010.8833284,54
1774422010.9076557,54
1774422010.9177768,55
1774422010.9401035,55
1774422010.9505103,55
1774422010.968504,54
1774422010.9883657,53
1774422011.0110686,51
1774422011.0178716,48
1774422011.0404904,45
1774422011.057141,42
1774422011.0738428,41
1774422011.0903423,39
1774422011.1069481,37
1774422011.1227627,34
1774422011.1388254,32
1774422011.155015,31
1774422011.1710794,28
1774422011.1864183,27
1774422011.2001677,26
1774422011.2171185,25
1774422011.2345834,24
1774422011.2508929,24
1774422011.26991,23
1774422011.2869277,23
1774422011.3087118,22
1774422011.3236485,22
1774422011.3454394,22
1774422011.3569467,21
1774422011.3736236,22
1774422011.3845432,25
1774422011.4051561,32
1774422011.417602,41
1774422011.4335468,55
1774422011.4563289,69
1774422011.472452,83
1774422011.4888086,94
1774422011.5044396,99
1774422011.5205016,100
1774422011.5364294,96
1774422011.5525317,91
1774422011.5685017,85
1774422011.5845008,79
1774422011.6005201,73
1774422011.6229286,68
1774422011.6385307,64
1774422011.6515563,60
1774422011.6736326,58
1774422011.683879,56
1774422011.7083895,54
1774422011.7187436,54
1774422011.737082,54
1774422011.75888,53
1774422011.7711613,53
1774422011.7902892,52
1774422011.800334,50
1774422011.816567,47
1774422011.8383574,45
1774422011.849561,42
1774422011.8754494,40
1774422011.8864074,36
1774422011.9026465,34
1774422011.9184628,31
1774422011.9357705,29
1774422011.9525566,27
1774422011.975776,26
1774422011.988047,24
1774422012.0018098,23
1774422012.018803,22
1774422012.041971,22
1774422012.057406,21
1774422012.078005,20
1774422012.0855563,20
1774422012.1086628,19
1774422012.11643,19
1774422012.1403441,18
1774422012.157838,18
1774422012.173094,18
1774422012.1844327,22
1774422012.2059362,29
1774422012.2220316,39
1774422012.2388294,51
1774422012.2524836,66
1774422012.2708843,79
1774422012.2881522,89
1774422012.307354,94
1774422012.3204193,94
1774422012.3342125,91
1774422012.3503585,85
1774422012.3692179,79
1774422012.3906047,73
1774422012.409457,68
1774422012.418716,64
1774422012.4368453,60
1774422012.4501865,56
1774422012.4763281,54
1774422012.483881,52
1774422012.5068698,50
1774422012.525251,50
1774422012.5404618,49
1774422012.551206,49
1774422012.5735428,48
1774422012.5865054,46
1774422012.600995,44
1774422012.616653,42
1774422012.643418,40
1774422012.6527143,38
1774422012.6685846,35
1774422012.6833305,32
1774422012.699899,30
1774422012.7167902,28
1774422012.733615,26
1774422012.751488,24
1774422012.7705045,23
1774422012.787706,22
1774422012.8050902,20
1774422012.8191812,20
1774422012.8419774,19
1774422012.8536222,18
1774422012.8736107,18
1774422012.8837204,17
1774422012.9060779,17
1774422012.9162357,18
1774422012.9380717,23
1774422012.9521542,31
1774422012.9735548,42
1774422012.984563,55
1774422013.0022562,69
1774422013.0174952,80
1774422013.033749,88
1774422013.0504537,91
1774422013.067074,90
1774422013.0846493,85
1774422013.099985,80
1774422013.1191907,74
1774422013.1387875,69
1774422013.1520638,64
1774422013.171114,60
1774422013.1860716,57
1774422013.2012568,54
1774422013.2195773,51
1774422013.2390172,50
1774422013.2503,49
1774422013.266517,48
1774422013.2886817,47
1774422013.3045833,46
1774422013.317084,45
1774422013.33646,44
1774422013.3526762,42
1774422013.3686118,40
1774422013.383719,37
1774422013.4084983,34
1774422013.4161892,32
1774422013.4338288,29
1774422013.453668,27
1774422013.473553,25
1774422013.4904094,24
1774422013.5081584,23
1774422013.5225074,21
1774422013.5383384,20
1774422013.5547962,19
1774422013.5740433,19
1774422013.591798,18
1774422013.6070614,17
1774422013.619382,16
1774422013.6395733,16
1774422013.6504202,17
1774422013.6720896,20
1774422013.6867507,28
1774422013.7014644,38
1774422013.7176142,51
1774422013.734704,65
1774422013.7495492,78
1774422013.7713575,87
1774422013.7902775,92
1774422013.8069756,92
1774422013.8212078,89
1774422013.8416927,84
1774422013.854675,78
1774422013.8732169,73
1774422013.890382,68
1774422013.9063697,64
1774422013.9231503,60
1774422013.9392028,56
1774422013.955226,54
1774422013.9711528,51
1774422013.987336,49
1774422014.0032945,48
1774422014.0193326,47
1774422014.0401669,47
1774422014.0544527,46
1774422014.0671773,44
1774422014.0831254,42
1774422014.1079323,40
1774422014.1169407,38
1774422014.140762,36
1774422014.158037,33
1774422014.179572,30
1774422014.183066,28
1774422014.2041168,26
1774422014.2237408,24
1774422014.2431657,23
1774422014.2589364,22
1774422014.2750988,21
1774422014.2827556,20
1774422014.307469,19
1774422014.323105,18
1774422014.3394203,17
1774422014.3517978,17
1774422014.3714602,16
1774422014.387273,16
1774422014.4033318,15
1774422014.416612,15
1774422014.4383945,15
1774422014.4510741,15
1774422014.4672506,17
1774422014.4833999,23
1774422014.5150988,33
1774422014.5161157,45
1774422014.5402327,60
1774422014.5530744,76
1774422014.579197,89
1774422014.5895903,97
1774422014.6069496,100
1774422014.620298,99
1774422014.64036,94
1774422014.6497545,89
1774422014.6680067,85
1774422014.687563,80
1774422014.7062259,76
1774422014.7169337,71
1774422014.7382407,67
1774422014.7503188,63
1774422014.7685308,59
1774422014.7836974,56
1774422014.8022091,53
1774422014.818197,51
1774422014.834251,50
1774422014.8510144,48
1774422014.8665535,47
1774422014.8834991,45
1774422014.9142103,43
1774422014.9160466,41
1774422014.9378843,39
1774422014.9585028,36
1774422014.9692416,33
1774422014.9874847,31
1774422015.0011442,28
1774422015.0209289,26
1774422015.0383067,24
1774422015.0542614,23
1774422015.0731523,22
1774422015.090299,20
1774422015.1069016,19
1774422015.1204598,18
1774422015.1373954,17
1774422015.152777,16
1774422015.1686566,15
1774422015.1884017,14
1774422015.2004495,14
1774422015.220542,13
1774422015.2328124,13
1774422015.250856,12
1774422015.2735786,11
1774422015.2878354,11
1774422015.3069677,13
1774422015.320344,18
1774422015.3438811,28
1774422015.3494608,40
1774422015.3746724,56
1774422015.384672,71
1774422015.4069676,84
1774422015.4183373,92
1774422015.435519,96
1774422015.456837,95
1774422015.470834,91
1774422015.4866583,86
1774422015.5026898,81
1774422015.518938,76
1774422015.5405416,72
1774422015.5506663,68
1774422015.5668647,64
1774422015.5902693,60
1774422015.601178,56
1774422015.619669,52
1774422015.6402097,49
1774422015.65191,46
1774422015.6778362,45
1774422015.6832795,43
1774422015.709665,41
1774422015.7227235,40
1774422015.740428,39
1774422015.7567306,37
1774422015.7666738,34
1774422015.789376,31
1774422015.8001533,28
1774422015.8203154,25
1774422015.837483,23
1774422015.8535705,20
1774422015.869382,18
1774422015.885396,17
1774422015.901422,15
1774422015.9177284,14
1774422015.9335248,13
1774422015.958172,12
1774422015.9714603,11
1774422015.991164,10
1774422016.0086331,10
1774422016.0199988,9
1774422016.040518,9
1774422016.0520554,9
1774422016.0735364,8
1774422016.0851214,8
1774422016.1084821,7
1774422016.1213772,8
1774422016.1336737,12
1774422016.1509821,20
1774422016.1715016,31
1774422016.1873534,44
1774422016.206963,59
1774422016.2175112,73
1774422016.2437992,82
1774422016.2514799,87
1774422016.2834342,87
1774422016.2834897,84
1774422016.3016756,79
1774422016.323654,74
1774422016.3372905,70
1774422016.358149,66
1774422016.3679786,62
1774422016.3945663,58
1774422016.3993804,55
1774422016.4167445,51
1774422016.4365387,48
1774422016.452968,46
1774422016.473636,45
1774422016.485728,43
1774422016.5081687,42
1774422016.5201595,41
1774422016.5380702,40
1774422016.5508282,39
1774422016.5698888,36
1774422016.5828106,34
1774422016.6097732,31
1774422016.6170468,29
1774422016.6338103,26
1774422016.658198,24
1774422016.677423,22
1774422016.6904428,20
1774422016.7068858,18
1774422016.723502,17
1774422016.7395952,16
1774422016.7514396,15
1774422016.766467,14
1774422016.7915127,13
1774422016.808012,12
1774422016.8233325,12
1774422016.8403084,11
1774422016.8519778,11
1774422016.8713634,10
1774422016.8887753,10
1774422016.9043732,9
1774422016.920472,10
1774422016.9363468,12
1774422016.9516265,19
1774422016.9715335,29
1774422016.982648,40
1774422017.000575,54
1774422017.0237744,68
1774422017.0464518,78
1774422017.0540326,83
1774422017.0716527,84
1774422017.090281,82
