camera_key,n_sessions,mean_mae_bpm,std_mae_bpm,mean_rmse_bpm,mean_psd_corr,mean_pearson_hr,mean_n_clips
video_RAW_YUV420,16,7.533124999999998,10.661889587841985,10.000625000000001,0.29539375,0.27861249999999993,6.0
android_311YJP3P3080D200020,15,14.866666666666665,6.596706609759002,20.060000000000002,0.24308666666666667,-0.06012666666666667,5.0
