frame,timestamp
0,1774421695.6478505
1,1774421695.6798368
2,1774421695.711871
3,1774421695.743844
4,1774421695.7758515
5,1774421695.807883
6,1774421695.8397965
7,1774421695.8724487
8,1774421695.9038446
9,1774421695.951775
10,1774421695.9837801
11,1774421696.0161462
12,1774421696.0496333
13,1774421696.079815
14,1774421696.1119335
15,1774421696.1445487
16,1774421696.176265
17,1774421696.2079563
18,1774421696.2407806
19,1774421696.2724729
20,1774421696.3040714
21,1774421696.3518136
22,1774421696.3837996
23,1774421696.4159658
24,1774421696.4478877
25,1774421696.4829028
26,1774421696.5128717
27,1774421696.5441403
28,1774421696.577287
29,1774421696.6084006
30,1774421696.63986
31,1774421696.671865
32,1774421696.7074935
33,1774421696.7362156
34,1774421696.7849085
35,1774421696.8159626
36,1774421696.8491743
37,1774421696.8799798
38,1774421696.9122815
39,1774421696.9486008
40,1774421696.9794087
41,1774421697.009761
42,1774421697.0411048
43,1774421697.0718153
44,1774421697.10458
45,1774421697.1517966
46,1774421697.184032
47,1774421697.2163718
48,1774421697.2479446
49,1774421697.2798169
50,1774421697.3118656
51,1774421697.3441424
52,1774421697.3765197
53,1774421697.4079976
54,1774421697.44229
55,1774421697.4727738
56,1774421697.504651
57,1774421697.5412924
58,1774421697.5850627
59,1774421697.6170962
60,1774421697.6526766
61,1774421697.6826901
62,1774421697.7147777
63,1774421697.7441201
64,1774421697.7765305
65,1774421697.8086324
66,1774421697.8397825
67,1774421697.871879
68,1774421697.9038315
69,1774421697.9364073
70,1774421697.9838629
71,1774421698.0168583
72,1774421698.0480146
73,1774421698.080521
74,1774421698.1133387
75,1774421698.1443615
76,1774421698.176223
77,1774421698.2080145
78,1774421698.2408915
79,1774421698.2728028
80,1774421698.3038166
81,1774421698.3527703
82,1774421698.3868022
83,1774421698.4158144
84,1774421698.4490454
85,1774421698.481049
86,1774421698.5120876
87,1774421698.544989
88,1774421698.5762649
89,1774421698.6079624
90,1774421698.639805
91,1774421698.6718972
92,1774421698.7060142
93,1774421698.738245
94,1774421698.7839022
95,1774421698.815925
96,1774421698.847872
97,1774421698.8845663
98,1774421698.9162326
99,1774421698.944456
100,1774421698.981043
101,1774421699.0105448
102,1774421699.0407743
103,1774421699.0744915
104,1774421699.1044748
105,1774421699.1389666
106,1774421699.1861045
107,1774421699.2159128
108,1774421699.2494106
109,1774421699.2808545
110,1774421699.3118713
111,1774421699.3438323
112,1774421699.3766336
113,1774421699.4078677
114,1774421699.4398031
115,1774421699.4727702
116,1774421699.5070033
117,1774421699.53635
118,1774421699.5838065
119,1774421699.6195621
120,1774421699.6486201
121,1774421699.680942
122,1774421699.7118556
123,1774421699.744913
124,1774421699.7761884
125,1774421699.8087087
126,1774421699.840295
127,1774421699.8718007
128,1774421699.9039524
129,1774421699.9362414
130,1774421699.983789
131,1774421700.016039
132,1774421700.0477626
133,1774421700.079759
134,1774421700.1117833
135,1774421700.144865
136,1774421700.1789153
137,1774421700.2079291
138,1774421700.241041
139,1774421700.2718236
140,1774421700.3037837
141,1774421700.3364334
142,1774421700.3839073
143,1774421700.4186497
144,1774421700.4544654
145,1774421700.4798675
146,1774421700.511806
147,1774421700.5438015
148,1774421700.5761323
149,1774421700.6078231
150,1774421700.6414568
151,1774421700.6724093
152,1774421700.7048924
153,1774421700.735756
154,1774421700.767822
155,1774421700.8194656
156,1774421700.848594
157,1774421700.8802075
158,1774421700.912235
159,1774421700.9449425
160,1774421700.976856
161,1774421701.0079668
162,1774421701.0403347
163,1774421701.0717857
164,1774421701.1038115
165,1774421701.135826
166,1774421701.184684
167,1774421701.21676
168,1774421701.25015
169,1774421701.280203
170,1774421701.3117998
171,1774421701.3443875
172,1774421701.3760517
173,1774421701.4078703
174,1774421701.439776
175,1774421701.4720201
176,1774421701.505639
177,1774421701.5368617
178,1774421701.5838282
179,1774421701.6170108
180,1774421701.6479483
181,1774421701.6798549
182,1774421701.713754
183,1774421701.7455447
184,1774421701.7764416
185,1774421701.8078303
186,1774421701.8407722
187,1774421701.8717732
188,1774421701.9042585
189,1774421701.935858
190,1774421701.9682677
191,1774421702.0182388
192,1774421702.0482168
193,1774421702.0799932
194,1774421702.1123326
195,1774421702.1439536
196,1774421702.1761148
197,1774421702.2078733
198,1774421702.2398198
