subject,session,video_RAW_YUV420_mae_bpm,video_RAW_YUV420_rmse_bpm,video_RAW_YUV420_psd_corr,android_311YJP3P3080D200020_mae_bpm,android_311YJP3P3080D200020_rmse_bpm,android_311YJP3P3080D200020_psd_corr,android_RFCN3050F7T_mae_bpm,android_RFCN3050F7T_rmse_bpm,android_RFCN3050F7T_psd_corr,best_camera_by_mae
Karen,v01,,,,,,,,,,
