timestamp,bvp
1774419864.86823,22
1774419864.8849113,29
1774419864.901545,37
1774419864.9182246,46
1774419864.9348774,56
1774419864.9530196,64
1774419864.9682071,70
1774419864.9848735,73
1774419865.001516,75
1774419865.0182061,74
1774419865.0348523,73
1774419865.0515518,71
1774419865.0682175,68
1774419865.0848556,65
1774419865.1016407,62
1774419865.1189501,59
1774419865.1356409,56
1774419865.1575906,55
1774419865.1689792,53
1774419865.1880438,52
1774419865.2030573,51
1774419865.219014,49
1774419865.2351696,47
1774419865.2522588,44
1774419865.26895,41
1774419865.2867227,39
1774419865.3051388,37
1774419865.3181543,34
1774419865.335993,32
1774419865.3611357,29
1774419865.3709347,28
1774419865.394474,26
1774419865.4021733,25
1774419865.4187922,24
1774419865.4360292,23
1774419865.454904,22
1774419865.4685812,21
1774419865.4851735,20
1774419865.5018468,20
1774419865.5184996,20
1774419865.538994,21
1774419865.5611124,25
1774419865.5787,31
1774419865.5904944,39
1774419865.6046424,48
1774419865.618301,59
1774419865.6409125,68
1774419865.6541202,75
1774419865.6820838,80
1774419865.686075,83
1774419865.711893,84
1774419865.7181451,83
1774419865.744879,82
1774419865.7615101,80
1774419865.7780797,76
1774419865.794165,73
1774419865.8110695,69
1774419865.8219352,65
1774419865.8419487,62
1774419865.858012,59
1774419865.8739514,56
1774419865.8901033,54
1774419865.9032714,52
1774419865.9195328,50
1774419865.9351878,47
1774419865.9519825,44
1774419865.973381,40
1774419865.9863179,38
1774419866.0022452,35
1774419866.0220616,32
1774419866.0444462,30
1774419866.0548189,28
1774419866.0686212,26
1774419866.0853775,24
1774419866.1022823,23
1774419866.1186535,21
1774419866.1361709,20
1774419866.1578486,19
1774419866.1689177,18
1774419866.186598,17
1774419866.2043827,17
1774419866.2206447,19
1774419866.2401485,24
1774419866.2563303,32
1774419866.273163,40
1774419866.2866352,51
1774419866.302469,61
1774419866.3190353,70
1774419866.3381376,77
1774419866.3545315,81
1774419866.3682044,82
1774419866.3871357,83
1774419866.408079,82
1774419866.419553,80
1774419866.43555,77
1774419866.458075,74
1774419866.4706252,70
1774419866.4881487,66
1774419866.5055404,62
1774419866.5243905,58
1774419866.5439734,55
1774419866.5605743,53
1774419866.5681653,51
1774419866.5920067,49
1774419866.601431,46
1774419866.6238995,43
1774419866.640054,40
1774419866.6604226,38
1774419866.678002,35
1774419866.6906273,31
1774419866.7027664,29
1774419866.718338,26
1774419866.745277,24
1774419866.751478,22
1774419866.7784123,21
1774419866.785887,20
1774419866.8061328,19
1774419866.822006,18
1774419866.8449533,17
1774419866.8557105,16
1774419866.8789406,15
1774419866.8899417,14
1774419866.910294,15
1774419866.922132,18
1774419866.9347844,23
1774419866.9602578,31
1774419866.9731586,40
1774419866.9893956,50
1774419867.0113866,61
1774419867.0190022,70
1774419867.0451581,76
1774419867.0582037,79
1774419867.069771,81
1774419867.085305,81
1774419867.10255,80
1774419867.1214726,77
1774419867.1452303,74
1774419867.157702,70
1774419867.1751661,66
1774419867.1930501,62
1774419867.2117581,58
1774419867.2212942,55
1774419867.2434533,52
1774419867.2517717,50
1774419867.2756648,48
1774419867.292701,45
1774419867.3019745,43
1774419867.3235588,40
1774419867.3365607,38
1774419867.3542726,35
1774419867.3717363,32
1774419867.3912196,29
1774419867.4021802,27
1774419867.4284894,25
1774419867.4431934,23
1774419867.4611425,21
1774419867.4722602,20
1774419867.4952443,19
1774419867.511141,18
1774419867.5286,17
1774419867.5400283,16
1774419867.556349,15
1774419867.5687668,14
1774419867.5855336,14
1774419867.6025774,14
1774419867.6249447,15
1774419867.6407413,19
1774419867.6567936,26
1774419867.6767063,35
1774419867.6885786,45
1774419867.704384,55
1774419867.7282095,65
1774419867.7346885,72
1774419867.7616065,77
1774419867.76864,79
1774419867.794589,79
1774419867.8034465,78
1774419867.8227422,76
1774419867.8449297,73
1774419867.8610272,69
1774419867.8756607,65
1774419867.8945622,61
1774419867.9056833,57
1774419867.9277227,55
1774419867.9407074,53
1774419867.9601104,51
1774419867.9705482,49
1774419867.9858153,47
1774419868.0048954,45
1774419868.0238843,42
1774419868.0350502,40
1774419868.0549512,37
1774419868.0709226,34
1774419868.0855963,31
1774419868.1016634,28
1774419868.118831,26
1774419868.134868,24
1774419868.1607568,23
1774419868.170139,21
1774419868.1947699,20
1774419868.2110853,19
1774419868.2282763,18
1774419868.245821,17
1774419868.2629273,16
1774419868.2685013,15
1774419868.2949185,14
1774419868.303789,15
1774419868.3267612,17
1774419868.3391447,22
1774419868.3589475,30
1774419868.3717346,40
1774419868.3885684,49
1774419868.401874,60
1774419868.422856,70
1774419868.4375825,76
1774419868.4634552,80
1774419868.470165,82
1774419868.4900205,82
1774419868.5017676,81
1774419868.5182564,79
1774419868.5347624,75
1774419868.559325,72
1774419868.5695639,68
1774419868.5980515,64
1774419868.60303,60
1774419868.6272936,57
1774419868.6365795,55
1774419868.6621222,53
1774419868.6737187,51
1774419868.6942034,49
1774419868.7123303,47
1774419868.7260518,44
1774419868.7422311,41
1774419868.7582538,39
1774419868.7741103,36
1774419868.7904012,33
1774419868.8061576,30
1774419868.8211358,27
1774419868.8375633,26
1774419868.8532698,24
1774419868.8715093,22
1774419868.885272,21
1774419868.9018037,20
1774419868.9226894,19
1774419868.9349458,18
1774419868.9611735,17
1774419868.9727135,17
1774419868.9857748,18
1774419869.002301,21
1774419869.0278883,27
1774419869.0450234,36
1774419869.0610847,45
1774419869.0697207,56
1774419869.0869524,67
1774419869.1038554,75
1774419869.1223567,81
1774419869.1412485,85
1774419869.1534247,86
1774419869.1714177,86
1774419869.1881196,85
1774419869.2035892,82
1774419869.2252412,79
1774419869.2392495,74
1774419869.2514873,70
1774419869.2774174,65
1774419869.2889767,60
1774419869.3017848,56
1774419869.3277094,53
1774419869.334636,51
1774419869.360541,48
1774419869.3710337,46
1774419869.3937235,43
1774419869.4097116,40
1774419869.420704,38
1774419869.44074,35
1774419869.4527562,32
1774419869.4746466,29
1774419869.4887996,26
1774419869.5015807,24
1774419869.5209382,22
1774419869.5376313,20
1774419869.5540578,19
1774419869.5764148,18
1774419869.586837,17
1774419869.611348,16
1774419869.62047,15
1774419869.6364987,15
1774419869.653728,15
