frame,timestamp
0,1774419534.1056182
1,1774419534.1376624
2,1774419534.1696374
3,1774419534.2016273
4,1774419534.2336848
5,1774419534.281712
6,1774419534.3147042
7,1774419534.3459516
8,1774419534.377758
9,1774419534.4096324
10,1774419534.4416914
11,1774419534.4737313
12,1774419534.5056877
13,1774419534.5379055
14,1774419534.5699937
15,1774419534.601928
16,1774419534.6497416
17,1774419534.6817667
18,1774419534.7138758
19,1774419534.7457886
20,1774419534.7785664
21,1774419534.811765
22,1774419534.8430889
23,1774419534.873661
24,1774419534.9068253
25,1774419534.9387176
26,1774419534.9707656
27,1774419535.0176601
28,1774419535.049855
29,1774419535.0823557
30,1774419535.1147072
31,1774419535.1459198
32,1774419535.1776106
33,1774419535.2097094
34,1774419535.2416391
35,1774419535.2739482
36,1774419535.3056376
37,1774419535.3391786
38,1774419535.3703659
39,1774419535.4015808
40,1774419535.4497454
41,1774419535.4816527
42,1774419535.5167878
43,1774419535.5458658
44,1774419535.5780165
45,1774419535.6096406
46,1774419535.6454062
47,1774419535.6736832
48,1774419535.7057083
49,1774419535.7388444
50,1774419535.7742605
51,1774419535.8209534
52,1774419535.849842
53,1774419535.8823853
54,1774419535.91381
55,1774419535.9456706
56,1774419535.978805
57,1774419536.0096593
58,1774419536.041676
59,1774419536.0783665
60,1774419536.1062706
61,1774419536.1451297
62,1774419536.1858103
63,1774419536.2183871
64,1774419536.2527742
65,1774419536.2824364
66,1774419536.3149931
67,1774419536.3496783
68,1774419536.3776634
69,1774419536.4106348
70,1774419536.4454267
71,1774419536.4736366
72,1774419536.5117934
73,1774419536.53761
74,1774419536.590177
75,1774419536.6230125
76,1774419536.6496198
77,1774419536.6821043
78,1774419536.715195
79,1774419536.7459397
80,1774419536.7783513
81,1774419536.8097398
82,1774419536.84163
83,1774419536.8743174
84,1774419536.9103134
85,1774419536.9537132
86,1774419536.9868398
87,1774419537.0197957
88,1774419537.049649
89,1774419537.0815692
90,1774419537.1135397
91,1774419537.1477463
92,1774419537.1783347
93,1774419537.2119744
94,1774419537.2416422
95,1774419537.273662
96,1774419537.306894
97,1774419537.3544843
98,1774419537.388999
99,1774419537.4189014
100,1774419537.4503763
101,1774419537.4829783
102,1774419537.5137691
103,1774419537.5489457
104,1774419537.5783868
105,1774419537.6096923
106,1774419537.641566
107,1774419537.6735685
108,1774419537.7249153
109,1774419537.7536595
110,1774419537.7859902
111,1774419537.8198886
112,1774419537.8501503
113,1774419537.882383
114,1774419537.9139342
115,1774419537.9475873
116,1774419537.9776983
117,1774419538.0109217
118,1774419538.041639
119,1774419538.0909178
120,1774419538.1229372
121,1774419538.1549447
122,1774419538.1869717
123,1774419538.2231066
124,1774419538.25086
125,1774419538.281764
126,1774419538.3149724
127,1774419538.3458028
128,1774419538.3783019
129,1774419538.4109457
130,1774419538.4419956
131,1774419538.49019
132,1774419538.5217707
133,1774419538.5540364
134,1774419538.5856493
135,1774419538.6176252
136,1774419538.649853
137,1774419538.6817582
138,1774419538.7138653
139,1774419538.7472022
140,1774419538.777794
141,1774419538.809814
142,1774419538.8578472
143,1774419538.8899212
144,1774419538.9219723
145,1774419538.9537888
146,1774419538.985911
147,1774419539.0178509
148,1774419539.05042
149,1774419539.0817697
150,1774419539.1139274
151,1774419539.1458135
152,1774419539.1863687
153,1774419539.226509
154,1774419539.2586722
155,1774419539.290082
156,1774419539.3216484
157,1774419539.3539927
158,1774419539.385633
159,1774419539.419551
160,1774419539.4497597
161,1774419539.4821677
162,1774419539.5152056
163,1774419539.5468292
164,1774419539.5786736
165,1774419539.6257274
166,1774419539.660899
167,1774419539.6910148
168,1774419539.7216513
169,1774419539.7539594
170,1774419539.7904027
171,1774419539.8180773
172,1774419539.850696
173,1774419539.8819149
174,1774419539.9192865
175,1774419539.9457748
176,1774419539.99595
177,1774419540.0256486
178,1774419540.0577726
179,1774419540.090296
180,1774419540.1283672
181,1774419540.1595666
182,1774419540.1870463
183,1774419540.2179086
184,1774419540.2497005
185,1774419540.282454
186,1774419540.322368
187,1774419540.3618364
188,1774419540.3935928
189,1774419540.4278488
190,1774419540.4586544
191,1774419540.4916644
192,1774419540.5223267
193,1774419540.5564854
194,1774419540.588884
195,1774419540.6176274
196,1774419540.6560936
197,1774419540.6829658
198,1774419540.7204149
199,1774419540.7638755
200,1774419540.7938583
201,1774419540.8259609
202,1774419540.8578203
203,1774419540.8896244
204,1774419540.9222152
205,1774419540.958372
206,1774419540.9912896
207,1774419541.0193157
208,1774419541.0496829
209,1774419541.0817173
210,1774419541.1312604
211,1774419541.1617708
212,1774419541.193621
213,1774419541.2260292
214,1774419541.2587805
215,1774419541.2913074
216,1774419541.322373
217,1774419541.3551383
218,1774419541.3863885
219,1774419541.4187748
220,1774419541.449909
221,1774419541.4978151
222,1774419541.5311627
223,1774419541.561996
224,1774419541.5935998
225,1774419541.6266282
226,1774419541.6609385
227,1774419541.6901371
228,1774419541.7226737
229,1774419541.7546477
230,1774419541.7869248
231,1774419541.8187168
232,1774419541.8506918
233,1774419541.8986816
234,1774419541.9299634
235,1774419541.9619133
236,1774419541.9935884
237,1774419542.0257165
238,1774419542.057919
239,1774419542.0907037
240,1774419542.122714
241,1774419542.154745
242,1774419542.1866841
243,1774419542.218696
244,1774419542.2666779
245,1774419542.2987328
246,1774419542.3307679
247,1774419542.361692
248,1774419542.393638
249,1774419542.4259343
250,1774419542.4578907
251,1774419542.495065
252,1774419542.5265326
253,1774419542.5572138
254,1774419542.5907974
255,1774419542.6182084
256,1774419542.665728
257,1774419542.6978962
258,1774419542.731817
259,1774419542.7637372
260,1774419542.796527
261,1774419542.833531
262,1774419542.8578432
